,labels,lenths,contents
9892,5,3,不错 流畅 失望
9893,5,26,苹果 忠实 粉丝 苹果 追到 苹果 超级 粉丝 每一款 手机 带来 精彩 舒适 体验 ！ 流畅 度 飞起 几天 再换 苹果 x 嘻嘻 ！ 快递 特别
9894,3,8,发票 打印 电子 发票 找 不到 电子 发票
9895,1,4,失望 打电话 听不见 苹果
9896,5,17,电池 续航 手机 打开 剩 20 电 玩 三个 小时 充电 挺快 外观 瑕疵 手感 超级 棒
9897,3,3,掉价 太快 ！
9898,5,8,上午 订 下午 到货 信任 京东 摔 ！
9899,2,5,打电话 声音 清晰 声音 郁闷
9900,2,6,京东 买 东西 发票 购物 小票
9901,2,84,月 日买 手机 不到 一个月 说 说 整体 感受 n1 手机 一周 黑屏 两次 闪屏 黑屏 持续 秒左右 恢复 闪屏 两次 连续 秒 闪 n 通话质量 较差 电话会 嘈杂 电流 声 手机 运营商 手机 电话卡 地点 通话 检测 手机 通话 声音 清晰 n3 app 无缘无故 闪退 情况 uc 浏览器 京东 两次 其他软件 两次 n4 手机 屏幕 滑动 时 卡顿 情况 n5 挺 n 个人经历 手机 情况 对号入座 n 评论 里 朋友 说 快递 员 面 拆装 验机 快递 员 说 他面 拆 拆 全责
9902,1,34,激活 半路 询问 客服 两分钟 黑屏 开 机 客服 说 半小时 电 我充 开 关不掉 黑屏 很烦 寄 回去 检测 耽误时间 快递 县城 送到 乡镇 三天 二十分钟 路程 三天 只能 没想到 回来 连机 开
9903,1,5,买 天 降价 200 搞
9904,5,3,声音 好像 低
9905,5,13,正品 全新 激活 京东 购买 数码产品 放心 快递 速度 很快 点个 赞 ！
9906,1,21,玩 王者 荣耀 体验 差 跳 ping 手机 腾讯 换 手机 玩游戏 流畅 糟心 网上 用户 反馈 烦 体验 太 差
9907,2,11,音质 太 差 破音 app 下载 东西 登录 只能 免密 下载
9908,1,23,刚买 金色 8PLUS 刚买 天 不到 金色 降价 5499 元 京东 太坑 发票 证据 希望 买 苹果 手机 45 店去 买 正规 一点
9909,1,8,刚买 完 降价 不爽 购物 体验 hellip hellip
9910,1,12,做 工程 下载 文件 建立 热点 手机 隐约 闪烁着 连接 设备 数
9911,5,6,没用 老婆 买 看着 挺 不错
9912,1,19,手机 特别 慢 注册 两次 中途 第一次 购买 苹果 手机 挺 失望 搞 开 机关 机好 几次 买 平板
9913,3,9,买 完 超过 小时 降 200 京东 拒绝 保价
9914,5,24,第二部 这部 成都 仓库 第一部 杭州 买 包装 垃圾 要死 视频 部手机 收货 拍 图片 第一部 收货 图片 ！ 想象 成都 浙江 京东 档次
9915,2,16,note8 碎屏 买 果 刚用 安卓用 习惯 换 苹果 感觉 诶 习惯 点会 好些 摄像头 灰
9916,3,45,京东 物流 售后 真的 没话说 iPhone 品控 不敢恭维 第一个 收到 外观 还好 听筒 声音 巨小 室内 打电话 开 大声 室外 听不清 申请 换货 收到 第二个 手机 外观 瑕疵 屏幕 两边 缝隙 手机 背部 磕碰 激活 退 拿到 新换 手机 暂时 发现 买 10 天 终于
9917,3,3,滴 手机 发烫
9918,1,3,发票 ？ 发票
9919,3,31,第一次 购买 激活 发现 后置 摄像头 两个 小点 退货 ； 第二次 买 总 屏幕 两个 小点 影响 本来 申请 换货 想想 换来换去 麻烦 售后服务 态度 贵 想 买好 苹果机 子 官网
9920,2,14,感觉 流畅 度 7p 贴膜 左上角 返回 不灵敏 略有 卡顿 后盖 玻璃 总 要碎
9921,5,42,第一次 网上 买手机 犹豫 久 评论 打开 包装 那一刻 终于 放心 手机 正品 评友 说 手机 大小 合适 Iphone 手机 系统 中 安卓 系统 蛮快 质量 暂时 未 发现 希望 说 京东 物流 速度 真的 很快 快递 小哥 服务态度 京东 值得 信赖
9922,1,36,买 8P 感觉 真的 拿到 手 快递 小哥 打开 外表 回 办公室 发现 京东 标签 分 几块 粘上去 晚上 回来 发现 开锁 黑屏 闪过 有没有 情况 仔细 视频 去年 买 苹果 现象 售后 敷衍了事 太 失望
9923,2,4,网络 断网 连接 不上
9924,3,3,打电话 自动 挂机
9925,3,12,东西 第二天 掉价 块 申请 几次 报价 审核 通不过 说好 七天 保价
9926,1,3,说真的 这家 买
9927,5,14,8p 玻璃 后盖 摔坏 买 7p 性价比 高 手感 不错 ！ 8p 好看 ！
9928,5,58,iPhone7Plus 十多天 死机 说 厉害 两三天 拔 电池 解决 买时 老板 送 一块 备用 电池 屏幕 分辨率 确实 高 MP4 拍照 老板 送 1GTF 卡 容量 放 点 凤凰 传奇 音乐 装 点 Java 游戏 录像 外放 确实 不错 回头率 七彩 跑马灯 高多 缺点 sim 卡 短信 电话会 漏 希望 苹果公司 改进 苹果 家 实力 公司 hellip hellip
9929,1,14,一分 快递 员 同一天 差价 两百元 补价 活动 做 第一个 吃螃蟹 没货 买 堵心
9930,5,4,实在 信价 比太高 毛病
9931,1,41,连续 买 8plus 第一个 背面 底部 缝隙 里 白色 胶 两处 划痕 外包装 京东 封条 图 二中 银色 封条 果断 退货 买 第二个 封条 背面 底部 缝隙 里 白色 胶条 （ 下图 ） 醉 实在 不想 退 手机 坏 购物 满意
9932,1,12,太 垃圾 两个 多月 闪退 情况 闪退 几次 买 请 慎重考虑 ！
9933,5,20,拿到 产品 惊喜 正品 京东 从来不 卖 赝品 真的 外观 一点 瑕疵 手机 握 手里 手感 买 iPhone6 性价比 高
9934,3,12,手机 不用说 京东 优惠活动 一变 郁闷 保价 政策 鸡肋 买 心 累
9935,1,34,手机 通信 接 不到 电话 手机卡 换 手机卡 依然 解决 手机 月 日 到货 京东 解决 27 号德帮 快递 员 电话 打通 手机 通信 解决 服务 真的 差劲 买 东西 实体店 购买 售后 保证
9936,3,9,手机 正品 收到 保修卡 说明书 手机配件 申请 售后 解决
9937,1,28,连点 缓冲 泡沫 hellip hellip 盒子 外面 膜 刮痕 （ 怀疑 退 货 ） 买 完 连降 两次 价 保价 成功 愉快 购物 体验 京东 印象 越来越 不好
9938,5,18,手机 收到 想 买 苹果 无奈 价格 太贵 终于 降价 颜值 一如既往 高 手机 一如既往 优秀 流畅 说
9939,1,37,手机 收到 买回来 不到 两天 发现 说 京东 东西 正 服务 发货 说 手机 怎么回事 听歌 玩游戏 耳机 声音 玩 玩 声音 外放 特别 玩游戏 买 两天 不到 不想 说 反正 实话实说 买 后悔 ！ ！ ！
9940,5,8,几天 运行 速度 很快 后台 开 不错 不错
9941,3,35,实话 说 购物 体验 东西 挺好用 太慢 早 听说 京东 物流 慢 传言 没想到 真的 体验 京东 物流 慢 真的 顺丰 物流 热线 晚上 打通 京东 人手不足 ？ 送货 人员 态度 不好 购物 体验 真的
9942,1,40,京东 真 mA 坑人 n 退货 退款 理由 期限内 还款 费用 退款 退换 理由 干嘛 真 ma 坑人 希望 引以为戒 上当 n 咨询 客户 告诉 平台 规则 ？ 请问 同志 买 东西 前 规则 ？ 不敢相信 坑人 手段 爷爷 si
9943,2,15,昨天 想 买 黑色 5799 白色 降价 5699 拿到 黑色 降价 5599 真的 不想 说
9944,2,4,死机 情况 刚用 一个多月
9945,5,4,手里 8p 感觉 新鲜感
9946,5,4,外观 满意 掉电 很快
9947,5,7,不错 下次 还会来 真的 不发 广告 ！
9948,1,22,收到 手机 右上角 缝隙 脏 左 边框 磨损 充电 口有 充电 痕迹 果断 换货 第二台 外观 充电 口有 充电 痕迹 懒得 换
9949,5,41,全新 未 拆封 新机 外包装 序列 码 仔细检查 检验 机子 很棒 帮 朋友 买 内存 强大 运行 很快 录屏 ！ 爽到 爆 ！ 双十 买 犒劳 ～ 京东 发货 很快 预约 收货 时间 服务 准时 ！ 数码 信 京东 自营 ！
9950,2,6,买 几天 活动 降价 坑 ！
9951,1,10,一星 不想 手机 隔 几天 重启 充电 听歌 玩游戏 还卡顿
9952,1,36,差评 差评 买 双十 降价 两百 客服 死活 退 电话 回访 说 一堆 鸟语 退 说 降价 客服 截图 截图 说 商品 编码 退 某东 自营 产品 成 第三方 可见一斑 信 邪 售前 售后 真的 恶心
9953,5,9,不错 行 ！ 不错 行 ！ 不错 行 ！
9954,3,10,发烫 厉害 买回来 四天 玩个 游戏 特别 烫 店里 买
9955,5,3,十个 字 京东
9956,3,9,手机 不错 手感 包装 破 送人 感到 尴尬 整体
9957,1,70,苹果 8p 块钱 手机 手机 拿到 卡槽 找 客服 客户 说 激活 办法 退 申请 售后 换机 客户 发给 短信 手机 锁 关 拿回去 几天 说 检测 换机 几天 拿到 手给 我气 说 换 新手机 拿到 手看 卡槽 新手机 序列号 一模一样 没录 siri 唤醒 ？ ？ ？ 第一个 手机 录过 siri 删掉 新买 手机 拿回去 修 说 换 新机 买个 新手机 修 回来 说 新手机 ？ ？ ？ 售后 差评
9958,2,22,手机 没什么 打开 手机 插上 卡 不用 激活 一点 ？ 苹果 官网 查询 激活 日期 月 月 收 货 电子 发票 为证
9959,3,4,第一次 京东 买 正品
9960,3,2,正品 卡
9961,5,9,原装 国行 正品 激活 快递 京东 自营 商品 信
9962,5,3,手机 � �
9963,1,27,真 拿到 东西 感觉 少 点 第一次 买 耳机 插口 听歌 发现 转换头 （ 拆 包装 6S 手机 ） 找 半天 找到 问 客服 态度 店大欺客 同志
9964,1,34,负责 告诉 国行 充电器 一点点 小头 几次 坏 （ 好几个 手机 上个 8p 偷 换 ） 赶上 活动 买 手机电池 差 不行 半年 手机 扛 做 业务 不换 真心 劝 贪小便宜 正规 实体店 买
9965,5,4,货物 收到 质量 不错
9966,3,30,一周 感觉 不错 一台 手机 6s 8p 真的 速度 很快 ！ ！ 买 金色 喜欢 配色 粉粉 拍照 效果 很棒 滤镜 拍出 景色 美 色彩艳丽 清晰 京东 购入 肯定 正品
9967,3,6,东西 未激活 全新 好像 公开 版
9968,3,4,手机 不错 降价 太快
9969,2,4,快递 好评 收到 磕碰
9970,5,1,真机
9971,3,25,原装 塑膜 一层 京东 标志 问 客服 含糊其辞 官方 回答 后壳 特别 划痕 足够 流畅 懒着 追究 价格 算 对得起 良心 hellip 慢慢 品 hellip
9972,2,5,通电话 声音 太小 原因 ？
9973,3,24,！ 激活 ！ 想 为啥 降价 ！ 昨天 买 降价 ！ 前天 买 ！ 昨天 买 ！ 两个 手机 补 差价 ！ 为啥 ！
9974,3,9,刚买 完 不到 一个月 降价 n 包装 太 简单
9975,3,36,手机 挺不错 物流 挺快 唯一 遗憾 双 十二 上午 下单 买 下午 京东 讲 元 想 撤单 购买 手机 发货 找 售后 情况 售后 一大堆 理由 忽悠 消费者 实在 难以 接受 ！ 不信 晒 图 情况
9976,3,9,快捷 感觉 依旧 有卡 现象 久 不关 机会 乱弹
9977,1,7,手机配件 实体店 买 一看 假 线 硬
9978,1,4,一点 不好 后壳 碎
9979,2,9,手机 挺 手机 玩 时间 长 发热 炸 ？
9980,2,8,几天 感觉 行 暖屏 屏幕 发黄 差距 很大
9981,5,10,第一次 买 苹果 手机 感觉 安卓 两天 耍耍 好用 苹果
9982,5,11,电池 续航 能力 关键 买 三星 处理器 硬盘 TLC 我晕 ！
9983,1,3,买回来 几天 卡
9984,2,8,手机 正品 买 星期 不到 降 几百 不爽
9985,1,12,买 十天 降 200 块 客服 说 不补 差价 再也 买 东西
9986,3,5,买来 一个月 说不出 降价 夸张
9987,5,3,不错 电池 行
9988,3,9,手机 不错 电池 充满 电 玩游戏 玩游戏 电量 太快
9989,1,31,快递 包装 简陋 苹果 手机 盒子 后盖 玻璃 缝隙 京东 卖 次品 ？ 快递 员 不让 开箱 验货 207 年 月产 摄像头 进 灰尘 退 ？ 认了 屏幕 闪屏 慎重 购买
9990,5,8,老婆 买 不用 担心 16G n 手机 死机
9991,5,31,包装 机子 不错 官 网查 激活 时间 国行 翻新 机 第一次 京东 买 贵重物品 担忧 网上 评论 官网 查后 苹果 400 电话 确认 无误 评价 希望 后期 就行 先用 后期 追加
9992,1,25,还敢 前 玻璃 面板 上方 喝 金属 边框 处 缝隙 过大 找 客服 说 退回去 检测 情况 质量 换 夜 只能 不了了之 垃圾 hellip hellip
9993,1,41,前 手机 坏 着急 京东 自营 物流 没得说 手机 拿到 赶紧 激活 手机 备份 恢复 这台 机器 贴膜 屏幕 反光 情况 一条 厘米 划痕 膜 贴 没什么 客服 情况 官方 生硬 回答 安抚 客户 口语化 申请 售后 搞 好像 申请 售后
9994,2,15,号 购买 14 号 拿到 货 激活 日期 月 号 手机 真假 舒服 强迫症 犯
9995,3,4,电池 不耐定 信号 语
9996,5,18,手机 瑕疵 苹果 一如既往 质量 收到 手机 系统 11.1 汉化 系统 打算 升级 京东 送货 赞 超快 ！
9997,5,90,618 619 上午 十点 ！ 京东 快递 速度 call ！ 先验 货后 签收 以防 运输 损伤 谨慎 一点 n 说用 手机 体验 喜欢 苹果 系统 电量 iPhone 两年 感觉 慢 耗电 平常 手机 电量 时间 优先 考量 重点 第一天 直到现在 五天 充满 电 电池 撑 感觉 不错 希望 较长时间 上课 再也 不用 充电 宝 手机 充电器 n 屏幕 感受 讲真 超级 流畅 屏大 感觉 超级 爽 京东 call 电子产品 认准 京东 真的 不用 担心 评论 有好有坏 忐忑 体验 感觉 真的 n 穷学生 党 买不起 7p8p x 6sp 性价比 蛮高 入手
9998,5,5,暂时 服务态度 懂 很快 解决
9999,5,4,感觉 还行 老爸 买
10000,2,1,杂音
10001,5,90,iphonex 全屏 强大 n1 系统 11.0 11.1 遗憾 喜欢 11.0 系统 初始 系统 好用 新 版本 更新 没多大 实用 耗电 n2 整体 机身 手感 大小 合适 屏幕 plus 屏幕 占屏 高 玩 游戏 视觉 特效 美中不足 电影 视屏 电影 电视剧 支持 全屏 点 不好 n3 iphonex 特色 刷 脸 功能 真的 超级 灵敏 试 几把 百发百中 人会 问 睡着 悄悄的 解开 特意 试 没用 眼睛 睁开 脸部 180 度 解锁 录 瞳孔 n4 买 8p 折腾 久 买 x 换来换去 亏大 喜欢 朋友 千万别 犹豫 犹豫 价格 贵 感觉 物有所值
10002,5,11,第一次 京东 买手机 试 感觉 不错 上午 下单 下午 收到 不错
10003,3,7,刚刚 试用 还行 速度 挺快 过段时间 追加
10004,3,2,黄屏 .......
10005,3,5,瑕疵 反正 便宜 500 认了
10006,2,18,没用 感觉 包装 真的 粗糙 防 碰撞 措施 手机 外包装 密封 不严 偷天换日 ！ 快递 不错 用用 评论
10007,5,53,买 8p 瑕疵 好像 拆过 痕迹 发现 激活 退货 退货 顺利 再三 收到 货 客服 希望 瑕疵 手机 发给 内存 选择 7p 仓 发货 晚上 下单 早晨 激活 查询 序列 码 日期 正确 耗电 还好 一段时间 再来 追评 快递 小哥 棒棒 哒 谢谢 快递 小哥 速度 服务 客服 人员 服务 需求 打电话 解决
10008,2,15,唯一 美中不足 摄像头 内部 异物 苹果 验视 ？ 影响 拍照 舒服 走 售后 麻烦 忍
10009,2,15,音量 键 松 轻轻 一碰 减 音量 售后 说 机器 手感 激活 退 不换 苹果
10010,1,26,差评 买 二十天 整 前段时间 手机 卡 昨天 玩游戏 手机 屏幕 卡住 闪 不停 内存 够 开 后台 京东 购买 东西 ！ 六千 体验 ！ 拜拜
10011,5,5,手机 经典 内存 超大 特列爽
10012,3,5,运行 挺快 接收 信号 不是太好
10013,1,7,产品 京东 服务 退步 店大欺客 渐行 渐远
10014,5,7,包装 简陋 盒子 压坏 晚点 拆开 机子
10015,5,9,手机 不错 舒心 买 放心 玩 开心 先用 先
10016,1,14,别买 好多 翻新 机 买 翻新 机看 外面 看得出来 打字 杂音 劝 千万别 买
10017,5,9,漂亮 媳妇 满意 电池 好像 iPhone7 消耗 担心 电池
10018,2,4,说好 送壳 膜 送
10019,3,29,买 第二天 自动 重启 n 次 客服 回复 慢 解决 方式 敷衍 苹果 售后 解决 换 台 新机 结局 不算 坏 解决 方式 舒服 自营 店 店大欺客 ？ ！
10020,2,2,两天 到货
10021,3,11,电源 键 黑色 胶体 ！ 售后 未 作出 完美 解释 ！
10022,1,7,破 手机 不好 问 店铺 不想 搭理
10023,3,11,手机 收到 激活 6.2 ？ 充电器 太 精美 港货 差距 还好
10024,2,74,只能 二星 失败 购物 贴膜 发现 清洗 屏幕 发现 屏幕 轻微 痕迹 三条 轻微 痕迹 裂 刮 膜 撕下来 原 保护膜 挂 开箱 手机 开机 状态 买 开机 太 在意 手机 黑色 拍 那道 裂 贴 钢化 膜 看不见 想想也是 醉 便宜 几百块 这是 瑕疵 产品 ？ 六千多 手机 大意 出货 ？ 想想 手机 激活 换货 客服 找 理由 搪塞 想想 算了 希望 能用 三四年 京东 买 上千 产品 完美 这道 裂 ！ 坑
10025,5,5,电池 续航 能力 速度 好用
10026,5,7,京东 速度 京东 速度 日用品 京东 买
10027,5,4,不错 完美 手机 挺
10028,5,9,苹果 手机 发热 手感 确实 不错 整体 性能 很强
10029,2,35,真的 头 碰到 拆封 搞 膜 撕 home 键 歪成 样子 流水线 苹果 品控 下滑 厉害 ？ 多年 ios 估计 退货 hellip hellip 换 换 （ 一颗 星给 京东 客服 本次 购物 iphone 零分 ）
10030,3,6,苹果 品控 越来越 氧化 刮痕 ！
10031,1,2,感觉 不好
10032,1,14,想 问问 京东 新手机 总弹 ID 号码 翻新 机 换 换 京东 信誉 ？
10033,1,8,有个 毛病 计步 好像 太行 每次 记 25
10034,2,11,手机 感觉 左下角 一块 非常明显 黑色 印记 显示屏 怀疑 买到 二手货
10035,3,32,照相 仔细 满屏 雪花 白天黑夜 好像 通病 小毛病 段时间 微信 卡死 感觉 苹果 越来越 从前 包括 iOS 更新包 更新包 毛病 bug 更新包 敷衍 毛病 苹果 5c 5s 果粉 深刻 感觉 苹果 大不如前
10036,1,8,买 几天 降价 退 差价 一星 快递 小哥
10037,1,3,块 差距 拉垃
10038,3,4,手感 挺不错 信号 稳定
10039,1,7,整体 感觉 双十 晓得 价格 先用 ！
10040,1,22,插卡 信号 稳定 ！ 信号 华为 ！ 收到 20 分钟 发现 信号 申请 售后 退 ！ 不爽 ！ 差评 ！ 参考 ！
10041,3,8,屏幕 边角 触摸 不灵敏 看炸 不炸 炸 追
10042,5,19,苹果 咱不吹 系统 流畅 桌面 处理器 强悍 不卡 不顿 款 手机 颜值 很漂亮 客服 贴心 五分 好评 给力 给力
10043,5,63,收到 一段时间 京东 买 发货 很快 挺快 收到 包装 还好 磕碰 手机 实体店 感受 金色 好看 重 压手 小屏 手机 女生 手 一段时间 习惯 容量 64G 够用 系统 占 6G 随便 装装 软件 16G 新手机 流畅 电池 耐用 手机 拍照 不错 双 摄像头 平常 随便 拍拍 一款 成熟 手机 颠覆性 安心 希望 手机 一如既往 好用 撑个 两三年 京东 售后 维修服务 跟上 特别 麻烦
10044,5,5,手机 不耐电 暂时 发现 不好
10045,5,7,新手机 ！ 苹果 好用 ！ 售后服务 ！
10046,3,11,京东 激活 退 一点 官网 价格便宜 摄像头 处有 水汽 影响 美观
10047,1,55,快递 盒子 不敢恭维 手机 情况 翻新 机官 翻 版本 快递 真的 醉 纸盒子 装 手机 泡沫 真的 服务 奉劝 一句 贪便宜 打算 一段时间 质量 不行 说 投诉无门 找 客服 没用 说 mac 客服 找 iphone 客服 说 转接 说 不行 说 告诉 说 退出 这是 忽悠 玩 时间 网上 下单 奉劝 买 买 吃亏 实体店
10048,1,16,真的 一星 不想 ！ 买 一周 降价 300 买 两个 ！ 京东 买手机 类 降价 ！
10049,2,12,手机 开箱 自带 钢化 膜 说 京东 太不厚 心情 不爽 ： （
10050,1,17,垃圾 东 玩 营销 白条 下架 告诉 价保 毛病 hellip 天降 300 白条 随便 hellip 东哥会 套路
10051,1,28,68 明明 降价 300 登录 账号 显示 地区 货 降价 退出 登录 显示 货且 降价 300 京东 不让 申请 价格 保护 神 操作 差评 京东 操作 真让人 不爽
10052,3,9,6.18 那天 599 买 发现 便宜 niPhone 贵是 道理
10053,3,6,全是 毛病 建议 实体店 买 解决问题
10054,1,24,刚买 5688 几天 降价 收到 降价 通知 申请 保价 不行 纯纯 套路 希望 买 擦亮眼睛 某东 套路 太深 小心 购买 免得 到时候 一肚子气 ！
10055,1,38,物流 速度 很快 第二天 抵达 手机 激活 屏幕 右下角 屏幕 黑点 质量 真的 差 没什么 保障 售后 不错 解答 解决问题 返回 商家 苹果 售后 百邦 换 官 换机 电商 越来越 差 ！ 改进 次品 机 当做 新机 卖
10056,3,10,行 包装 太 简陋 至少 几千 东西 破 盒子 ？
10057,5,35,物流 很快 第二天 收到 全新 机子 包装 完好 动过 痕迹 外观 完美 唯一 充电 口 旁边 一点 细微 划痕 算是 瑕疵 接受 几分钟 激活 手机 电量 80% 充电 记录 官配 手机 膜 送 失望 ！
10058,3,99,东海 买 下单 找 东海 下单 找 东海 下单 找 东海 n n 看着 屏幕 大才 买 不错 差评 原因 京东 凌卷 差评 n n 京东 黑 号 卖 买 你情 愿 恶意 下单 拒 付款 黑 号 保证 消费者 会员号 义务 权利 黑 号 京东 买 东西 麦德龙 刚进 中国 市场 会员卡 进 商场 购物 太 可笑 拒 quot 东粉 quot 千里 之外 太 令人 失望 京东 样子 真面目 怪我太 迟 认清 n n 京东 真让人 失望 好几年 钻石 号 黑 领 优回券 京东 老客户 ？ 京东 信赖 ？ 放心 购物 ？ 希望 部门 说法 给予 解决 ！
10059,3,10,塑封 拆 外科 很脏 感觉 拆过 塑封 开心 手机 新
10060,1,59,手机 买 痛快 快递 师傅 送来 手机 当面 验收 整体 包装 单薄 京东 纸箱 防震 袋 打开 手机 包装 那层 膜 打开 很深 划痕 手机 屏幕 指纹 快递 师傅 建议 换货 客服 打电话 客服 说 质量 换货 客服 说 退换货 五天 时间 想想 时间 折腾 留下 降价 一百 沟通 退 差价 说 补 有种 买 二手 感觉 伤不起 ！
10061,5,37,不错 呦 第二次 买 苹果 产品 很棒 屏幕 很大 像素 不让 失望 喜欢 颜色 沉稳 赶潮流 感觉 能用 OK 看中 内存 内存 挺大 软件 图片 物流 很快 我家 村里 很难 没想到 快递 小哥 辛苦 ！ 点赞 ！
10062,3,12,原装 正品 京东 算是 坑 6000 手机 钢化 膜 手机 壳 菜
10063,5,2,快递 速度
10064,1,4,用户 未填写 评价 内容
10065,1,31,不想 说太多 刚上 手 十多天 眼看 一点一点 降价 真心 坑 千万别 买 买 看着 降价 套路 深 降价 七天 保价 期过 降 劝 别买 玩意 厚重 电量 耐用 ！ ！ ！
10066,3,10,屏幕 瑕疵 白点 屏幕 ！ 申请 退款 拒绝 懒得 弄
10067,5,5,不错 没什么 说 正品 ！
10068,5,13,老客户 买手机 喜欢 京东 买 老公 买 苹果 S 几年 买 喜欢 ！
10069,3,7,刚买 几天 价格 变动 舒服 价格 跳来跳去
10070,1,15,快递 包装 无论是 贵重 手机 日用品 包装 简陋 保障 商品 运输 过程 中 意外 破损
10071,1,3,买 手机 毛病
10072,2,4,买不到 一个月 卡 原因
10073,1,17,买 第八天 降价 官方 说 保价 七天 提醒 客服 只会 说 抱歉 玩游戏 要冲 两次 电 烫手
10074,5,10,苹果 手机 做工 体验 暂时 手机 相 4S 苹果 产品
10075,3,7,总体 行 玩游戏 手机 发热 太狠 烫手
10076,2,24,想 说 买个 面膜 真空袋 泡沫 包裹 买个 几千块 手机 袋子 一套 装车 快递 手机 内部 坏 看不到 语 这么久 京东 购物 最想 差评
10077,2,12,手机 激活 正品 行货 手机 边角 一点 凹陷 做工 粗糙 激活 用用
10078,1,21,满意 周六 买 周三 价格 跌 咨询 客服 说 七天 保价 说 特价 商品 参加 保价 承诺 ？ 差 ！ 买
10079,1,4,通话 噪音 京东 不错
10080,1,6,坑 下单 几个 小时 降价 00
10081,1,8,指纹识别 不灵敏 怀疑 手机 真的 ？ 买 8P256G
10082,5,4,老婆 买 满意 发现
10083,1,9,手机 回来 检测 冲过 次电 手机 打开 软件 卡住
10084,5,11,听筒 不行 接到 货 忙 每次 戴 耳机 听 醉 ！
10085,2,12,失望 一个多月 越来越 卡 苹果 客户 体验 满意 耗电 失望 失望 失望
10086,5,10,当天 下单 第二天 收到 物流 很快 收到 查 新手机 不错
10087,1,14,月 20 号 月 号 降 600 胸闷 办 京东 会员 京东 买 东西
10088,1,12,真的 伤心 ！ 暖 屏机 难受 ！ 介意 暖屏 慎重 hellip hellip
10089,5,8,手机 京东 买 老婆 买 手机 不错 物流
10090,5,7,速度 一如既往 做工 一如既往 物流 一如既往 完美
10091,3,26,8plus 大气 耳机 麦克 只能 听歌 打电话 录音 杂音 没用 玩 K 歌 喜欢 耳机 朋友 请 慎重 选择 ～ 请 先试 耳机 愉快 网购 ！
10092,1,18,一个多月 到货 充电 不良 碰到 接口 断开 客服 送 回去 检测 手机 天 条件 省 一点 网上 买
10093,1,3,翻新 机 ？
10094,3,9,包装 简陋 外面 纸箱 压过 手机 东西 有无 反馈
10095,2,19,行 手机 背后 摄像头 瑕疵 客服 换 一点点 瑕疵 懒得 换 包装盒 保护膜 感觉 退货 回来 买 实体店 保护膜
10096,1,6,白色 背景 下锁 屏会 一瞬间 红色
10097,1,18,手机 时不时 卡顿 微信 语音 视频 通话 感觉 舒服 ！ ！ ！ 后悔 网上 买 不靠 谱 ！
10098,1,11,手机 不到 一个月 home 键盘 不好 没干 震动 过年 期间 郁闷
10099,5,5,想 买 终于 ！ 好用
10100,1,15,包装 完好 打开 包装 手机 磕碰 有图 申请 换货 服务 不好 购物 体验 物流 很快
10101,3,46,完美 略有 瑕疵 补偿 深圳 产 物流 挺快 换货 一周 媳妇 着急 没换 不错 声音 感觉 7p 洪亮 屏幕 感觉 7p 细腻 仔细 差距 手感 不错 玻璃 易碎 易刮花 戴套 吐槽 充电 速度慢 令人发指 办法 只好 买 2a 充电器 说 买 X 媳妇 喜欢 刘海 办法
10102,5,28,苹果 手机 质量 众口相传 系统 主流 好用 流畅 从安卓 过渡 苹果 手机 希望 多用 几年 客户 体验 果粉 好用 更换 记得 手机 更新 很快 赞 京东 快递 员
10103,3,21,两个 软件 更新 打游戏 电话 卡 爆 挂 电话 切换 通话 页面 请问 情况 烦躁 第一次 网 购买 手机 后悔 ！
10104,2,8,卖完 便宜 00 块 保价 机是 真的 不爽
10105,3,6,满意 包装 原装 价格 降价 太快
10106,3,9,一个月 死机 状态 说 翻新 机一说 ！ 郁闷 ！
10107,5,5,收到 货 ！ 满意 购物
10108,3,3,一成不变 外观 失望
10109,3,6,刚用 几天 暂时 发现 送货 太慢
10110,3,10,京东 商城 购买 第三台 苹果 手机 前 两台 希望 好运
10111,3,6,喜欢 颜色 超级 漂亮 喜欢 红色
10112,3,6,刚买 五天 降价 双十 保价 政策
10113,1,11,自营 京东 便宜 部手机 京东 买 买 正品 贵 敏感 词
10114,1,15,说 国行 双 网通 国行 全 网通 激活 方法 卖 全网 说 几天 降价 建议
10115,1,50,京东 买 东西 多年 无疑 本次 最差 最差 网购 ！ 苹果 手机 包装 怀疑 二手 苹果 讲 新买 苹果 手机 新买 苹果 手机 外壳 一层 薄膜 买 手机 ！ 京东 透明 包装 京东 包装 打开 纸盒 有没有 负责人 讲讲 原因 真不知道 无良 奸商 做 天天 晚上 睡觉 睡 踏实 ？
10116,5,4,手机 说 女朋友 喜欢
10117,5,14,红色 亮丽 一两个 月 没什么 买 买个 差价 险 ！ 到货 头 天下 第二天
10118,1,72,极差 购物 体验 买 不到 一个月 8p 今天下午 睡觉 前 手机 插 充电 宝上 充电 两个 小时 醒 发现 手机 异常 发烫 打电话 能通 手机 一点 客服 情况 客服 说 建议 充电 宝 充电 说 正确 操作 影响 电池 耐久 想 问 方法 一个月 手机 变 说 风凉话 有意思 ？ 买 客服 热情 搞 售后 成 ？ 爱 搭 不理 真心 不爽 希望 评价 看清 买 五千多 块钱 一个月 成 不想 说
10119,5,3,好评 信赖 京东
10120,1,6,降价 开心 开心 森气 小脑 斧
10121,3,6,打白条 买 几天 利息 减半 坑
